,man thing reason t01,god lord written t02,specie thing object t03,good evil action t04,virtue moral reason t05,nature natural man t06,sin sins man t07,end thing intention t08,knowledge thing intellect t09,power reason subject t10,act acts voluntary t11,charity god love t12,greater man greatest t13,body flesh soul t14,punishment death man t15,happiness man perfect t16,passion appetite movement t17,give work alms t18,justice man person t19,love friendship good t20,pleasure desire concupiscence t21,common people good t22,fortitude virtue temperance t23,soul body angel t24,law human divine t25,precept law commandment t26,faith unbelief unbeliever t27,vice pride opposed t28,increase circumstance measure t29,grace god man t30,habit disposition nature t31,merit reward life t32,hope object despair t33,man judge lawful t34,church spiritual bishop t35,gift holy ghost t36,god religion worship t37,honor man great t38,counsel judgment matter t39,religious perfection state t40,child father parent t41,sin mortal venial t42,sorrow pleasure pain t43,prudence art part t43,truth lie false t45,sacrifice offered worship t46,fear evil daring t47,life contemplation active t48,covetousness liberality money t49,word person man t50,anger angry envy t51,thing bound money t52,lust chastity virginity t53,peace glory vainglory t54,vow oath religion t55,prayer pray god t56,prophecy prophet revelation t57,sin original soul t58,man devil sin t59,demon future divination t60
spsp.q33.a4,0.0,0.15562961164673916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06299948690947968,0.0,0.0,0.07126990472948633,0.0,0.1880277717670164,0.0,0.0,0.05031606042974862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0835935504381911,0.13365080228578122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q33.a5,0.11792028076108185,0.07360604899047886,0.0,0.0,0.0,0.0,0.1170666087047242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2736983831273442,0.0,0.0,0.14499049572216294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10469244975295687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q33.a6,0.15563855110052474,0.0,0.0,0.0,0.0,0.0,0.0,0.06792211286982001,0.0,0.0,0.0,0.0,0.0,0.0,0.3999355959194004,0.0,0.0,0.11583840232107435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10128584818077252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q33.a7,0.05733725180048764,0.2042819169237248,0.0,0.0,0.0,0.0,0.07869571327416441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15211436897591452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2956969050728997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q33.a8,0.21061497273419305,0.0859172820698272,0.0,0.0,0.0,0.0,0.1117692764536573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4763268347775433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q34.a1,0.0,0.2801625388008213,0.0,0.06892204753238787,0.0,0.0,0.0,0.0,0.08103205441236233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3899248911071072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q34.a2,0.0,0.1166926668088092,0.0,0.0,0.0,0.0,0.362380666701208,0.0,0.0,0.0,0.0,0.09273780158093617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16963662769716714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q34.a3,0.0,0.1629492941845798,0.0,0.05840457933697452,0.0,0.0,0.16760851430093382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2248341147501528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09228177233966324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06923834473405811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q34.a4,0.0,0.09430105156984316,0.0,0.060282420772318726,0.0,0.0,0.3039634860369113,0.0,0.0,0.0,0.0,0.10602359430971936,0.0,0.0,0.0993525209123928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07282880982387506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17154726336404294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q34.a5,0.0,0.0,0.0,0.09593862242924936,0.12389115636829333,0.18533953945401865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06750304887435735,0.0,0.0,0.16818498659482514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576508277494204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q34.a6,0.0,0.0,0.0,0.10151044120777973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16182003433823752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0930801168376292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010445523041653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40379385337059664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q35.a1,0.0831510349292602,0.07458408736415939,0.0,0.09397296720594496,0.0,0.0,0.12224093240669655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09374070011994867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22127254523255072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173029490409877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q35.a2,0.0,0.0,0.05558343130640642,0.13524443370486258,0.06547260267091873,0.0,0.0,0.0,0.0,0.0,0.0,0.050247810930664084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45858872646704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13965158746505052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q35.a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600108957567499,0.0,0.0,0.0,0.094659838944184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986774198592408,0.0,0.15610974173728853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611997048793656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q35.a4,0.07959739898342481,0.0,0.06246829856027404,0.05050157856449236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135844623371019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15769707230758878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q36.a1,0.14054413601072233,0.0,0.0,0.11053898596681057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587926886076706,0.0,0.0,0.0,0.0,0.15411743878174666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3924456621536245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q36.a2,0.0,0.16197464823841273,0.0,0.12922295708211132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11466397881370888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06088460577507164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23604795798271044,0.0,0.0,0.1287717858585911,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q36.a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08194015505066078,0.0,0.0,0.0,0.0,0.11355688781472488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2447954874596325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34898358550537023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q36.a4,0.054713791088999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39797851814226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07586544630328268,0.2084720135688354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q37.a1,0.0,0.14675921611250106,0.0,0.09117043598647262,0.0,0.0,0.12670651210811384,0.0,0.0,0.0,0.0,0.07801833322914671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05198996997640757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13614586043497995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2689182552280848,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q37.a2,0.06567751540229165,0.0921976856149433,0.07541424944448001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21866207493716616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05341366813801297,0.0,0.0,0.3676791258347799,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q38.a1,0.0,0.19932030123645653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467588298356551,0.0,0.0,0.09786765019517814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3365369741703953,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q38.a2,0.09972079307119527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06573289223069463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23449967401208086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4815316829519128,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q39.a1,0.0,0.0,0.17188123809182065,0.0,0.0,0.0,0.14421181549222953,0.0,0.0,0.0,0.0,0.05841627054727611,0.0,0.07063764623602463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12563447414648626,0.052175470585529,0.0,0.0,0.0,0.0,0.0,0.0,0.25109912274639395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q39.a2,0.0,0.07594790509181827,0.09164200794351632,0.07014938030775379,0.0,0.0,0.2498314704664033,0.0,0.0,0.0,0.0,0.0,0.08340002191156842,0.0,0.08068714108104302,0.0,0.0,0.0,0.0,0.0,0.0,0.0940502142949491,0.0,0.0,0.0,0.0,0.08329892309812086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09937398727763433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q39.a3,0.10842367394631336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15810547134441127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5390398883129736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q39.a4,0.10296766233571727,0.14546932409126562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27207680175443066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3517973186567576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q40.a1,0.0,0.07784377517338015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17034390769418692,0.0,0.0,0.061403606909313575,0.0,0.0,0.0,0.3200559099364501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14303688394581002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q40.a2,0.1131191818082226,0.07313659204839389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022726707226309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06747970785274665,0.0,0.05000736198705765,0.32451416156946483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q40.a3,0.0,0.18924335987681012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06479274759530715,0.0,0.0,0.17018868956139238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17595659212062914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304774657894747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q40.a4,0.16332110701876032,0.24362040320708894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2490845388980392,0.0,0.0,0.0,0.07350489288492114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08074193809161878,0.0,0.07341098869573416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q41.a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0551768061422325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14746150195685528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1389836948071238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16418908815399513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052843180217521,0.05059231757547696,0.0,0.0,0.21462345978608946,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q41.a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1286150945101865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076815755528324,0.26831152481604104,0.0,0.0,0.2796179898704577,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q42.a1,0.0,0.0,0.13836817816245844,0.0,0.0,0.0,0.10021240904954946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12364502800351525,0.0,0.0,0.0,0.0,0.0,0.16157498978559148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4224605247891313,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q42.a2,0.057152599996329885,0.0,0.0,0.10266164370560404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3108428256251413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12994127727092467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21333341915485945,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a1,0.08640734815396492,0.0682030516724427,0.06522019554040312,0.0,0.0,0.0,0.5084463430876317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06497409473985588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a2,0.1025587378608764,0.10245902451526323,0.0,0.0,0.0,0.0,0.39094978990633533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22534569784822986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a3,0.0,0.0,0.3186552802953268,0.0,0.0,0.0,0.41731550135452106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08176401246461514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a4,0.0,0.0,0.0,0.0,0.0,0.0,0.3980373488659803,0.0,0.0,0.0,0.0,0.05874186542005056,0.0,0.0,0.07457446897694774,0.0,0.0,0.10100630890597262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180980771073874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a5,0.0,0.3771550306576283,0.0,0.0,0.0,0.0,0.08927982289872077,0.0,0.0,0.0,0.0,0.08390275725926695,0.0,0.052569790495331864,0.0,0.11511868512950064,0.0,0.13072186203876046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a6,0.055610418572704136,0.2371282299500552,0.0,0.0,0.0,0.0,0.20183118366246644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10342882860734386,0.0,0.15738303283812288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378152424316274,0.0,0.0,0.0,0.0,0.0,0.1277732936711863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a7,0.11185274421737512,0.0,0.0,0.0,0.0,0.0,0.09700393165134172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10309185362039447,0.0,0.0,0.3315955045043379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07419624621258589,0.0,0.0,0.0,0.0,0.0,0.0,0.0618272626520946,0.0,0.0,0.0,0.0,0.0,0.0638841166143391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q43.a8,0.0982610520029082,0.06033554756698443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05158938713854983,0.0,0.0,0.5140730526472628,0.0,0.0,0.0,0.0650608924875307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08395284792831546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514499122172924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q44.a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054322895768918814,0.0,0.0,0.0,0.4238672666014183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504623971368953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q44.a2,0.05171712079273871,0.06662966454282554,0.0,0.0,0.0,0.0,0.0,0.0706428452187966,0.05059291509095197,0.0,0.0,0.3709526112825775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30067212609689153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q44.a3,0.0,0.1998431582839696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549901808414869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1081384839544954,0.0,0.0,0.0,0.0,0.0,0.2203090271104892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051872192987746736,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q44.a4,0.0,0.0,0.0,0.0,0.08508178763294097,0.0,0.0,0.0,0.0,0.0,0.0690496582882857,0.3536085075143722,0.0,0.06893699623958216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15311941852047584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06869206878886089,0.0,0.0,0.07922616303726729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spsp.q44.a5,0.0,0.3211532183208343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2703526982832821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10822432942399544,0.0,0.10821571942179246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
